38	6	3.5
38	8	4.5
38	9	4.0
38	10	4.0
38	11	4.5
38	14	4.5
38	15	3.5
38	16	5.0
38	17	4.0
38	18	3.0
39	0	0.5
39	2	4.0
39	3	3.0
39	4	3.0
39	5	4.0
39	6	2.0
39	8	0.5
39	9	3.0
39	13	5.0
39	14	5.0
39	15	3.5
39	18	4.0
39	19	3.0
40	0	3.0
40	1	5.0
40	2	4.0
40	3	4.0
40	4	3.0
40	5	2.5
40	6	3.5
40	7	5.0
40	9	3.0
40	10	3.0
40	11	3.5
40	12	4.0
40	13	1.0
40	14	4.0
40	15	5.0
40	16	4.0
40	17	4.0
40	18	4.0
41	0	5.0
41	1	5.0
41	2	5.0
41	3	4.0
41	4	3.0
41	5	4.0
41	6	4.0
41	7	5.0
41	8	5.0
41	9	4.0
41	10	4.0
41	12	4.0
41	13	4.0
41	15	5.0
41	16	5.0
41	17	5.0
41	18	4.0
41	19	5.0
42	0	3.5
42	1	5.0
42	3	5.0
42	4	3.5
42	5	4.0
42	6	4.5
42	7	4.0
42	10	4.0
42	11	3.5
42	12	5.0
42	13	5.0
42	14	5.0
42	15	5.0
42	16	5.0
42	17	4.0
42	18	3.5
42	19	5.0
43	0	2.5
43	1	4.5
43	2	4.5
43	3	5.0
43	4	1.0
43	5	4.5
43	6	0.5
43	7	3.5
43	8	5.0
43	10	2.5
43	12	5.0
43	13	4.5
43	14	3.5
43	15	3.5
43	16	4.0
43	18	0.5
43	19	5.0
44	0	5.0
44	1	5.0
44	2	5.0
44	3	5.0
44	4	3.0
44	7	5.0
44	8	4.5
44	9	5.0
44	10	4.0
44	12	4.5
44	13	5.0
44	14	4.5
44	15	4.0
44	16	5.0
44	17	5.0
44	18	4.0
44	19	5.0
45	0	3.0
45	1	5.0
45	4	5.0
45	6	3.5
45	10	3.5
45	11	5.0
45	12	4.0
45	13	5.0
45	14	5.0
45	15	3.5
45	16	4.5
45	17	1.5
45	18	4.0
46	1	5.0
46	2	2.0
46	3	3.0
46	4	5.0
46	6	4.0
46	7	5.0
46	10	4.0
46	11	5.0
46	12	4.0
46	13	5.0
46	14	5.0
46	15	5.0
46	16	5.0
46	18	4.0
46	19	3.0
47	1	4.0
47	2	4.0
47	3	4.0
47	4	5.0
47	5	3.0
47	6	4.0
47	7	5.0
47	9	3.0
47	10	3.0
47	11	4.0
47	12	3.0
47	14	4.0
47	15	4.0
47	18	3.0
48	0	5.0
48	1	5.0
48	4	5.0
48	7	5.0
48	9	3.5
48	12	5.0
48	13	5.0
48	14	4.5
48	15	5.0
48	16	4.5
48	17	4.0
48	18	3.0
48	19	4.5
49	1	5.0
49	2	4.5
49	3	5.0
49	4	4.0
49	6	4.5
49	7	5.0
49	8	4.5
49	9	4.0
49	10	4.5
49	11	4.5
49	12	4.5
49	13	4.0
49	14	5.0
49	15	4.0
49	17	4.5
